id	old_id	dataset	collection	patric_id	strain	file_id	bioproject	biosample	download_key	sra_accession	srr_accession	srr_accession_2	genbank_accession	genbank_ftppath	refseq_accession	refseq_ftppath	MY NOTES	year	country	region	animal	source_detail	source_bin	origin	phylogroup_ct	htype_ec	otype_ec	serotype_ec	serotype	mlst	phylogroup	esbl	esbl_ctxm	SIR_AMK	MIC_AMK	SIR_GEN	MIC_GEN	SIR_KAN	MIC_KAN	SIR_NMC	MIC_NMC	SIR_STR	MIC_STR	SIR_TBM	MIC_TBM	SIR_SPT	MIC_SPT	SIR_ETP	MIC_ETP	SIR_IMP	MIC_IMP	SIR_MER	MIC_MER	SIR_DOR	MIC_DOR	SIR_CET	MIC_CET	SIR_CPM	MIC_CPM	SIR_CRO	MIC_CRO	SIR_CTC	MIC_CTC	SIR_CTX	MIC_CTX	SIR_CTZ	MIC_CTZ	SIR_CXA	MIC_CXA	SIR_CXM	MIC_CXM	SIR_TIO	MIC_TIO	SIR_CFZ	MIC_CFZ	SIR_CFC	MIC_CFC	SIR_CZA	MIC_CZA	SIR_FOX	MIC_FOX	SIR_CTT	MIC_CTT	SIR_TMP	MIC_TMP	SIR_CIP	MIC_CIP	SIR_EFX	MIC_EFX	SIR_LVX	MIC_LVX	SIR_NOR	MIC_NOR	SIR_MXF	MIC_MXF	SIR_DEL	MIC_DEL	SIR_OFX	MIC_OFX	SIR_LCM	MIC_LCM	SIR_AZM	MIC_AZM	SIR_AZT	MIC_AZT	SIR_AMC	MIC_AMC	SIR_AMP	MIC_AMP	SIR_AMX	MIC_AMX	SIR_TZP	MIC_TZP	SIR_SAM	MIC_SAM	SIR_PIP	MIC_PIP	SIR_CHL	MIC_CHL	SIR_FFC	MIC_FFC	SIR_CST	MIC_CST	SIR_PMB	MIC_PMB	SIR_SOX	MIC_SOX	SIR_SMZ	MIC_SMZ	SIR_SXT	MIC_SXT	SIR_NAL	MIC_NAL	SIR_OTC	MIC_OTC	SIR_TET	MIC_TET	SIR_TGC	MIC_TGC	SIR_MIN	MIC_MIN	SIR_DOX	MIC_DOX	SIR_FOS	MIC_FOS	SIR_NIT	MIC_NIT	ZD_AMK	ZD_AMX	ZD_AMP	ZD_SAM	ZD_AZM	ZD_AZT	ZD_CFZ	ZD_CPM	ZD_CTX	ZD_CFC	ZD_CTT	ZD_FOX	ZD_CTZ	ZD_CZA	ZD_CTC	ZD_TIO	ZD_CRO	ZD_CXM	ZD_CXA	ZD_CET	ZD_CHL	ZD_CIP	ZD_AMC	ZD_CST	ZD_SXT	ZD_DEL	ZD_DOR	ZD_DOX	ZD_EFX	ZD_ETP	ZD_FFC	ZD_FOS	ZD_GEN	ZD_IMP	ZD_KAN	ZD_LVX	ZD_LCM	ZD_MER	ZD_MIN	ZD_MXF	ZD_NAL	ZD_NMC	ZD_NIT	ZD_NOR	ZD_OFX	ZD_OTC	ZD_PIP	ZD_TZP	ZD_PMB	ZD_SPT	ZD_STR	ZD_SMZ	ZD_SOX	ZD_TET	ZD_TGC	ZD_TBM	ZD_TMP
ERR3062109	ERR3062109	MORA	ENA			ERR3062109	"PRJEB23294	"										Moradigaravand	2008								H14	O4	O4:H14								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062110	ERR3062110	MORA	ENA			ERR3062110	"PRJEB23294	"										Moradigaravand	2008								H9	O89	O89:H9								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062111	ERR3062111	MORA	ENA			ERR3062111	"PRJEB23294	"										Moradigaravand	2009								H39	O107/O117	O107/O117:H39								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062112	ERR3062112	MORA	ENA			ERR3062112	"PRJEB23294	"										Moradigaravand	2008								H1	O6	O6:H1								S								R												R								S		R				S														S		S																						R																																																																																																
ERR3062113	ERR3062113	MORA	ENA			ERR3062113	"PRJEB23294	"										Moradigaravand	2009								H39	O38	O38:H39								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062114	ERR3062114	MORA	ENA			ERR3062114	"PRJEB23294	"										Moradigaravand	2009								H6	O1	O1:H6								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062115	ERR3062115	MORA	ENA			ERR3062115	"PRJEB23294	"										Moradigaravand	2009								H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062116	ERR3062116	MORA	ENA			ERR3062116	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062117	ERR3062117	MORA	ENA			ERR3062117	"PRJEB23294	"										Moradigaravand	2009								H30	O99	O99:H30								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062118	ERR3062118	MORA	ENA			ERR3062118	"PRJEB23294	"										Moradigaravand	2009								H45	O45	O45:H45								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062119	ERR3062119	MORA	ENA			ERR3062119	"PRJEB23294	"										Moradigaravand	2009								H10	O89	O89:H10								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062120	ERR3062120	MORA	ENA			ERR3062120	"PRJEB23294	"										Moradigaravand	2009								H16	O16/O25	O16/O25:H16								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062121	ERR3062121	MORA	ENA			ERR3062121	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062122	ERR3062122	MORA	ENA			ERR3062122	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062123	ERR3062123	MORA	ENA			ERR3062123	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								S												R								R		R				R														S		R																						R																																																																																																
ERR3062124	ERR3062124	MORA	ENA			ERR3062124	"PRJEB23294	"										Moradigaravand	2009								H25	O11	O11:H25								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062125	ERR3062125	MORA	ENA			ERR3062125	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062126	ERR3062126	MORA	ENA			ERR3062126	"PRJEB23294	"										Moradigaravand	2009								H5	O51	O51:H5								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062127	ERR3062127	MORA	ENA			ERR3062127	"PRJEB23294	"										Moradigaravand	2009								H10	O89	O89:H10								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062128	ERR3062128	MORA	ENA			ERR3062128	"PRJEB23294	"										Moradigaravand	2009								H31	O45	O45:H31								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062129	ERR3062129	MORA	ENA			ERR3062129	"PRJEB23294	"										Moradigaravand	2009								H21	O89	O89:H21								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062130	ERR3062130	MORA	ENA			ERR3062130	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								R												R								R		R				R														R		S																						R																																																																																																
ERR3062131	ERR3062131	MORA	ENA			ERR3062131	"PRJEB23294	"										Moradigaravand	2009								H30	O2/O50	O2/O50:H30								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062132	ERR3062132	MORA	ENA			ERR3062132	"PRJEB23294	"										Moradigaravand	2009								H6	O102	O102:H6								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062133	ERR3062133	MORA	ENA			ERR3062133	"PRJEB23294	"										Moradigaravand	2009								H10	O128	O128:H10								S								R												R								R		R				R														S		R																						R																																																																																																
ERR3062134	ERR3062134	MORA	ENA			ERR3062134	"PRJEB23294	"										Moradigaravand	2009								H1	O15	O15:H1								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062135	ERR3062135	MORA	ENA			ERR3062135	"PRJEB23294	"										Moradigaravand	2009								H18	O25	O25:H18								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062136	ERR3062136	MORA	ENA			ERR3062136	"PRJEB23294	"										Moradigaravand	2017								H14	O18	O18:H14								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062137	ERR3062137	MORA	ENA			ERR3062137	"PRJEB23294	"										Moradigaravand	2017								H5	O75	O75:H5								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062138	ERR3062138	MORA	ENA			ERR3062138	"PRJEB23294	"										Moradigaravand	2017								H7	-	-:H7								S								S												R								S		R				R														S		S																						R																																																																																																
ERR3062139	ERR3062139	MORA	ENA			ERR3062139	"PRJEB23294	"										Moradigaravand	2017								H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062141	ERR3062141	MORA	ENA			ERR3062141	"PRJEB23294	"										Moradigaravand	2017								H12	O32	O32:H12								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062142	ERR3062142	MORA	ENA			ERR3062142	"PRJEB23294	"										Moradigaravand	2017								H12	O25	O25:H12								R								R												S								S		S				S														S		S																						R																																																																																																
ERR3062144	ERR3062144	MORA	ENA			ERR3062144	"PRJEB23294	"										Moradigaravand	2017								H32	O148	O148:H32								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062145	ERR3062145	MORA	ENA			ERR3062145	"PRJEB23294	"										Moradigaravand	2017								H30	-	-:H30								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062146	ERR3062146	MORA	ENA			ERR3062146	"PRJEB23294	"										Moradigaravand	2017								H6	O7	O7:H6								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062148	ERR3062148	MORA	ENA			ERR3062148	"PRJEB23294	"										Moradigaravand	2017								H25	O166	O166:H25								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062149	ERR3062149	MORA	ENA			ERR3062149	"PRJEB23294	"										Moradigaravand	2017								H4	O113	O113:H4								S								S												S								R		R				R														S		S																						R																																																																																																
ERR3062151	ERR3062151	MORA	ENA			ERR3062151	"PRJEB23294	"										Moradigaravand	2017								H1	O6	O6:H1								S								S												R								S		S				S														S		S																						R																																																																																																
ERR3062152	ERR3062152	MORA	ENA			ERR3062152	"PRJEB23294	"										Moradigaravand	2017								H7	O83	O83:H7								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062153	ERR3062153	MORA	ENA			ERR3062153	"PRJEB23294	"										Moradigaravand	2017								H25	O21	O21:H25								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062154	ERR3062154	MORA	ENA			ERR3062154	"PRJEB23294	"										Moradigaravand	2017								-	O10	O10:-								S								S												R								S		R				S														S		S																						R																																																																																																
ERR3062155	ERR3062155	MORA	ENA			ERR3062155	"PRJEB23294	"										Moradigaravand	2017								H38	O75	O75:H38								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062156	ERR3062156	MORA	ENA			ERR3062156	"PRJEB23294	"										Moradigaravand	2017								H30	O13/O135	O13/O135:H30								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062157	ERR3062157	MORA	ENA			ERR3062157	"PRJEB23294	"										Moradigaravand	2017								H6	O102	O102:H6								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062158	ERR3062158	MORA	ENA			ERR3062158	"PRJEB23294	"										Moradigaravand	2017								H4	O25	O25:H4								R								R												S								S		S				S														S		S																						R																																																																																																
ERR3062159	ERR3062159	MORA	ENA			ERR3062159	"PRJEB23294	"										Moradigaravand	2017								H4	O15	O15:H4								S								S												R								S		S				S														R		S																						R																																																																																																
ERR3062161	ERR3062161	MORA	ENA			ERR3062161	"PRJEB23294	"										Moradigaravand	2008								H6	O102	O102:H6								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062162	ERR3062162	MORA	ENA			ERR3062162	"PRJEB23294	"										Moradigaravand	2008								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062163	ERR3062163	MORA	ENA			ERR3062163	"PRJEB23294	"										Moradigaravand	2008								H7	O45	O45:H7								S								R												R								R		R				R														S		S																						R																																																																																																
ERR3062164	ERR3062164	MORA	ENA			ERR3062164	"PRJEB23294	"										Moradigaravand	2008								H4	O25	O25:H4								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062165	ERR3062165	MORA	ENA			ERR3062165	"PRJEB23294	"										Moradigaravand	2008								H28	-	-:H28								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062166	ERR3062166	MORA	ENA			ERR3062166	"PRJEB23294	"										Moradigaravand	2008								H4	O25	O25:H4								R								R												R								S		R				R														R		S																						R																																																																																																
ERR3062167	ERR3062167	MORA	ENA			ERR3062167	"PRJEB23294	"										Moradigaravand	2008								H6	O102	O102:H6								S								R												R								R		R				R														S		R																						R																																																																																																
ERR3062168	ERR3062168	MORA	ENA			ERR3062168	"PRJEB23294	"										Moradigaravand	2008								H5	O21	O21:H5								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062169	ERR3062169	MORA	ENA			ERR3062169	"PRJEB23294	"										Moradigaravand	2008								H6	O1	O1:H6								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062170	ERR3062170	MORA	ENA			ERR3062170	"PRJEB23294	"										Moradigaravand	2017								H1	O83	O83:H1								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062171	ERR3062171	MORA	ENA			ERR3062171	"PRJEB23294	"										Moradigaravand	2017								H30	O8	O8:H30								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062172	ERR3062172	MORA	ENA			ERR3062172	"PRJEB23294	"										Moradigaravand	2017								H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062173	ERR3062173	MORA	ENA			ERR3062173	"PRJEB23294	"										Moradigaravand	2017								H5	O160	O160:H5								S								S												R								S		R				R														S		S																						R																																																																																																
ERR3062174	ERR3062174	MORA	ENA			ERR3062174	"PRJEB23294	"										Moradigaravand	2017								H31	O6	O6:H31								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062175	ERR3062175	MORA	ENA			ERR3062175	"PRJEB23294	"										Moradigaravand	2017								H28	O147	O147:H28								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062176	ERR3062176	MORA	ENA			ERR3062176	"PRJEB23294	"										Moradigaravand	2017								H6	O2/O128	O2/O128:H6								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062178	ERR3062178	MORA	ENA			ERR3062178	"PRJEB23294	"										Moradigaravand	2017								H21	O108	O108:H21								S								S												S								S		S				S														R		S																						R																																																																																																
ERR3062179	ERR3062179	MORA	ENA			ERR3062179	"PRJEB23294	"										Moradigaravand	2017								H21	-	-:H21								S								S												S								S		S				S														R		S																						R																																																																																																
ERR3062180	ERR3062180	MORA	ENA			ERR3062180	"PRJEB23294	"										Moradigaravand	2017								H9	O8	O8:H9								R								R												R								R		S				S														S		S																						R																																																																																																
ERR3062181	ERR3062181	MORA	ENA			ERR3062181	"PRJEB23294	"										Moradigaravand	2017								H8	O179	O179:H8								R								R												S								S		S				S														R		S																						R																																																																																																
ERR3062182	ERR3062182	MORA	ENA			ERR3062182	"PRJEB23294	"										Moradigaravand	2017								H30	O125	O125:H30								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062183	ERR3062183	MORA	ENA			ERR3062183	"PRJEB23294	"										Moradigaravand	2017								H15	O173	O173:H15								S								R												S								S		S				S														S		S																						R																																																																																																
ERR3062184	ERR3062184	MORA	ENA			ERR3062184	"PRJEB23294	"										Moradigaravand	2017								H18	O77/O17/O44/O106/O73	O77/O17/O44/O106/O73:H18								S								S												S								S		S				S														R		S																						R																																																																																																
ERR3062185	ERR3062185	MORA	ENA			ERR3062185	"PRJEB23294	"										Moradigaravand	2017								H45	O147	O147:H45								S								R												R								S		S				S														S		S																						R																																																																																																
ERR3062187	ERR3062187	MORA	ENA			ERR3062187	"PRJEB23294	"										Moradigaravand	2017								H1	O6	O6:H1								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062190	ERR3062190	MORA	ENA			ERR3062190	"PRJEB23294	"										Moradigaravand									H6	O113	O113:H6								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062193	ERR3062193	MORA	ENA			ERR3062193	"PRJEB23294	"										Moradigaravand	2008								H16	O102	O102:H16								S								R												R								R		R				R														S		R																						R																																																																																																
ERR3062194	ERR3062194	MORA	ENA			ERR3062194	"PRJEB23294	"										Moradigaravand	2008								H7	O1	O1:H7								S								R												R								R		R				R														S		S																						R																																																																																																
ERR3062195	ERR3062195	MORA	ENA			ERR3062195	"PRJEB23294	"										Moradigaravand	2008								H6	O102	O102:H6								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062196	ERR3062196	MORA	ENA			ERR3062196	"PRJEB23294	"										Moradigaravand	2008								H4	O25	O25:H4								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062197	ERR3062197	MORA	ENA			ERR3062197	"PRJEB23294	"										Moradigaravand	2008								H4	O11	O11:H4								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062200	ERR3062200	MORA	ENA			ERR3062200	"PRJEB23294	"										Moradigaravand									H25	O133	O133:H25								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062201	ERR3062201	MORA	ENA			ERR3062201	"PRJEB23294	"										Moradigaravand	2008								-	-	-:-								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062204	ERR3062204	MORA	ENA			ERR3062204	"PRJEB23294	"										Moradigaravand	2008								H49	O78	O78:H49								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062211	ERR3062211	MORA	ENA			ERR3062211	"PRJEB23294	"										Moradigaravand									H4	O86	O86:H4								S								S												R								S		R				R														R		S																						R																																																																																																
ERR3062213	ERR3062213	MORA	ENA			ERR3062213	"PRJEB23294	"										Moradigaravand	2008								H20	O146	O146:H20								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062214	ERR3062214	MORA	ENA			ERR3062214	"PRJEB23294	"										Moradigaravand									H5	O4	O4:H5								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062215	ERR3062215	MORA	ENA			ERR3062215	"PRJEB23294	"										Moradigaravand	1998								H2	-	-:H2								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062216	ERR3062216	MORA	ENA			ERR3062216	"PRJEB23294	"										Moradigaravand									H20	O146	O146:H20								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062217	ERR3062217	MORA	ENA			ERR3062217	"PRJEB23294	"										Moradigaravand									H8	O108	O108:H8								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062219	ERR3062219	MORA	ENA			ERR3062219	"PRJEB23294	"										Moradigaravand									H5	O4	O4:H5								R								S												S								R		S				S														S		S																						R																																																																																																
ERR3062220	ERR3062220	MORA	ENA			ERR3062220	"PRJEB23294	"										Moradigaravand	1999								H15	O153	O153:H15								S								R												S								S		S				S														R		S																						R																																																																																																
ERR3062221	ERR3062221	MORA	ENA			ERR3062221	"PRJEB23294	"										Moradigaravand	2007								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062222	ERR3062222	MORA	ENA			ERR3062222	"PRJEB23294	"										Moradigaravand									H25	O172	O172:H25								S								S												R								S		R				R														S		S																						R																																																																																																
ERR3062223	ERR3062223	MORA	ENA			ERR3062223	"PRJEB23294	"										Moradigaravand									H2	O111	O111:H2								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062224	ERR3062224	MORA	ENA			ERR3062224	"PRJEB23294	"										Moradigaravand									H4	O10	O10:H4								R								R												S								R		S				R														S		S																						R																																																																																																
ERR3062225	ERR3062225	MORA	ENA			ERR3062225	"PRJEB23294	"										Moradigaravand	2007								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062226	ERR3062226	MORA	ENA			ERR3062226	"PRJEB23294	"										Moradigaravand	1998								H15	O23	O23:H15								S								S												S								S		R				S														S		S																						R																																																																																																
ERR3062227	ERR3062227	MORA	ENA			ERR3062227	"PRJEB23294	"										Moradigaravand	2013								-	-	-:-								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062228	ERR3062228	MORA	ENA			ERR3062228	"PRJEB23294	"										Moradigaravand	1977								H32	O2	O2:H32								R								R												S								S		S				S														S		S																						R																																																																																																
ERR3062229	ERR3062229	MORA	ENA			ERR3062229	"PRJEB23294	"										Moradigaravand	2005								H4	O25	O25:H4								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062230	ERR3062230	MORA	ENA			ERR3062230	"PRJEB23294	"										Moradigaravand									H5	O4	O4:H5								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062232	ERR3062232	MORA	ENA			ERR3062232	"PRJEB23294	"										Moradigaravand	2005								H18	O86	O86:H18								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062233	ERR3062233	MORA	ENA			ERR3062233	"PRJEB23294	"										Moradigaravand									H5	O16	O16:H5								R								R												S								S		S				S														R		S																						R																																																																																																
ERR3062234	ERR3062234	MORA	ENA			ERR3062234	"PRJEB23294	"										Moradigaravand	2014								H7	O1	O1:H7								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062235	ERR3062235	MORA	ENA			ERR3062235	"PRJEB23294	"										Moradigaravand	1999								H7	O1	O1:H7								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062236	ERR3062236	MORA	ENA			ERR3062236	"PRJEB23294	"										Moradigaravand	1970								H30	O62	O62:H30								R								R												R								R		S				R														R		S																						R																																																																																																
ERR3062237	ERR3062237	MORA	ENA			ERR3062237	"PRJEB23294	"										Moradigaravand									H31	-	-:H31								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062238	ERR3062238	MORA	ENA			ERR3062238	"PRJEB23294	"										Moradigaravand	2005								H10	O150	O150:H10								R								R												R								R		R				R														R		S																						R																																																																																																
ERR3062240	ERR3062240	MORA	ENA			ERR3062240	"PRJEB23294	"										Moradigaravand	2017								H9	-	-:H9								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062241	ERR3062241	MORA	ENA			ERR3062241	"PRJEB23294	"										Moradigaravand	2017								H5	O33	O33:H5								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062243	ERR3062243	MORA	ENA			ERR3062243	"PRJEB23294	"										Moradigaravand	2017								H45	-	-:H45								S								S												S								S		S				S														R		S																						R																																																																																																
ERR3062244	ERR3062244	MORA	ENA			ERR3062244	"PRJEB23294	"										Moradigaravand									H48	O16	O16:H48								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062245	ERR3062245	MORA	ENA			ERR3062245	"PRJEB23294	"										Moradigaravand	2008								H25	O88	O88:H25								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062246	ERR3062246	MORA	ENA			ERR3062246	"PRJEB23294	"										Moradigaravand	2008								H31	-	-:H31								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062247	ERR3062247	MORA	ENA			ERR3062247	"PRJEB23294	"										Moradigaravand	2008								H4	O25	O25:H4								S								R												R								R		R				R														R		R																						R																																																																																																
ERR3062248	ERR3062248	MORA	ENA			ERR3062248	"PRJEB23294	"										Moradigaravand	2008								H30	O86	O86:H30								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062249	ERR3062249	MORA	ENA			ERR3062249	"PRJEB23294	"										Moradigaravand	2009								H5	O8	O8:H5								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062250	ERR3062250	MORA	ENA			ERR3062250	"PRJEB23294	"										Moradigaravand	2008								H18	-	-:H18								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062251	ERR3062251	MORA	ENA			ERR3062251	"PRJEB23294	"										Moradigaravand	2009								H6	O1	O1:H6								R								R												R								R		R				R														R		R																						R																																																																																																
ERR3062253	ERR3062253	MORA	ENA			ERR3062253	"PRJEB23294	"										Moradigaravand	2009								H4	O25	O25:H4								S								R												R								R		R				R														S		R																						R																																																																																																
ERR3062254	ERR3062254	MORA	ENA			ERR3062254	"PRJEB23294	"										Moradigaravand	2009								H18	O86	O86:H18								S								S												R								R		R				R														R		S																						R																																																																																																
ERR3062256	ERR3062256	MORA	ENA			ERR3062256	"PRJEB23294	"										Moradigaravand	2009								H5	O16	O16:H5								S								R												R								R		R				R														R		S																						R																																																																																																
ERR3062257	ERR3062257	MORA	ENA			ERR3062257	"PRJEB23294	"										Moradigaravand	2009								H6	O102	O102:H6								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062258	ERR3062258	MORA	ENA			ERR3062258	"PRJEB23294	"										Moradigaravand	2009								H30	-	-:H30								S								S												R								R		R				R														S		S																						R																																																																																																
ERR3062259	ERR3062259	MORA	ENA			ERR3062259	"PRJEB23294	"										Moradigaravand	2009								H6	O1	O1:H6								S								S												R								R		R				R														R		R																						R																																																																																																
ERR3062260	ERR3062260	MORA	ENA			ERR3062260	"PRJEB23294	"										Moradigaravand	2017								H1	O4	O4:H1								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062261	ERR3062261	MORA	ENA			ERR3062261	"PRJEB23294	"										Moradigaravand	2017								H10	O91	O91:H10								S								S												R								S		S				S														S		S																						R																																																																																																
ERR3062262	ERR3062262	MORA	ENA			ERR3062262	"PRJEB23294	"										Moradigaravand	2017								H21	O147	O147:H21								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062263	ERR3062263	MORA	ENA			ERR3062263	"PRJEB23294	"										Moradigaravand	2017								H37	-	-:H37								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062265	ERR3062265	MORA	ENA			ERR3062265	"PRJEB23294	"										Moradigaravand	2017								H37	-	-:H37								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062266	ERR3062266	MORA	ENA			ERR3062266	"PRJEB23294	"										Moradigaravand	2017								H34	-	-:H34								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062267	ERR3062267	MORA	ENA			ERR3062267	"PRJEB23294	"										Moradigaravand	2017								H14	O8	O8:H14								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062268	ERR3062268	MORA	ENA			ERR3062268	"PRJEB23294	"										Moradigaravand	2017								H6	O2	O2:H6								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062269	ERR3062269	MORA	ENA			ERR3062269	"PRJEB23294	"										Moradigaravand	2017								H7	O18	O18:H7								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062270	ERR3062270	MORA	ENA			ERR3062270	"PRJEB23294	"										Moradigaravand	2017								H30	O8	O8:H30								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062271	ERR3062271	MORA	ENA			ERR3062271	"PRJEB23294	"										Moradigaravand	2017								H23	-	-:H23								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062272	ERR3062272	MORA	ENA			ERR3062272	"PRJEB23294	"										Moradigaravand	2017								H7	O1	O1:H7								S								S												S								S		S				S														S		S																						R																																																																																																
ERR3062274	ERR3062274	MORA	ENA			ERR3062274	"PRJEB23294	"										Moradigaravand	2017								H32	O105	O105:H32								S								S												S								S		S				S														S		S																						S																																																																																																
ERR3062275	ERR3062275	MORA	ENA			ERR3062275	"PRJEB23294	"										Moradigaravand	2017								H1	O6	O6:H1								S								R												S								S		S				S														S		S																						R																																																																																																
ERR2540223	SAMEA4623644	PATRIC	PATRIC	562.58733			PRJEB26479	SAMEA4623644	srr	ERS2444319	ERR2540223							2015	Italy		bovine	slaughterhouse	bovine	bovine		H12	O25	O25:H12	O25:H12	ST-399						R	64															S	0.03											S	0.25	S	0.5																	R	64	R	0.12																					R	128									R	256			R	4					R	2048			R	32			R	64	S	0.25																																																																	
ERR2540224	SAMEA4623645	PATRIC	PATRIC	562.58737			PRJEB26479	SAMEA4623645	srr	ERS2444320	ERR2540224							2015	Italy		porcine	slaughterhouse	porcine	porcine		H9	-	-:H9	:H09	ST-410						R	8															S	0.03											R	8	R	2																	R	64	R	16																					R	128									R	256			R	4					R	2048			R	256			R	128	S	0.25																																																																	
